"y","id","x"
FALSE,1,0.5
TRUE,1,3.31976404784035
TRUE,1,5.19615242270663
FALSE,1,0.416666666666667
FALSE,1,1.15470053837925
FALSE,1,0.5
FALSE,1,2.91666666666667
FALSE,1,2.5
TRUE,1,2.52590742770461
FALSE,1,1.15470053837925
TRUE,1,5.05181485540923
FALSE,1,1.5
TRUE,1,3.5
TRUE,1,5.05181485540923
TRUE,1,5.5
TRUE,1,2.52590742770461
FALSE,2,0.5
FALSE,2,2.5
TRUE,2,2.52590742770461
TRUE,2,3.31976404784035
FALSE,2,1.5
TRUE,2,5.05181485540923
FALSE,2,1.15470053837925
TRUE,2,5.5
TRUE,2,5.05181485540923
FALSE,3,1.5
TRUE,3,1.15470053837925
TRUE,3,3.31976404784035
FALSE,3,0.5
TRUE,3,5.5
TRUE,3,3.5
TRUE,3,5.05181485540923
TRUE,3,2.52590742770461
FALSE,3,2.5
FALSE,5,2.91666666666667
FALSE,5,2.42487113059643
TRUE,5,3.46410161513775
FALSE,5,0.416666666666667
FALSE,5,1.25
TRUE,5,5.19615242270663
TRUE,5,3.75
TRUE,5,5
FALSE,5,1.3856406460551
FALSE,7,1.25
FALSE,7,2.91666666666667
FALSE,7,1.3856406460551
TRUE,7,5.19615242270663
FALSE,7,0.416666666666667
TRUE,7,3.46410161513775
TRUE,7,2.42487113059643
TRUE,7,5.19615242270663
TRUE,7,3.75
FALSE,8,2.91666666666667
TRUE,8,5.05181485540923
FALSE,8,1.25
FALSE,8,3.31976404784035
TRUE,8,5
TRUE,8,5
TRUE,8,3.75
FALSE,8,2.52590742770461
FALSE,8,0
TRUE,8,5.05181485540923
FALSE,8,0.416666666666667
FALSE,8,1.15470053837925
TRUE,8,5.19615242270663
TRUE,8,5.19615242270663
TRUE,8,3.75
TRUE,10,1.5
FALSE,10,2.5
TRUE,10,3.5
TRUE,10,3.75
FALSE,10,2.91666666666667
FALSE,10,1.25
TRUE,10,5.5
TRUE,10,5
TRUE,10,0.5
TRUE,11,3.75
FALSE,11,1.3856406460551
FALSE,11,0.416666666666667
TRUE,11,3.46410161513775
TRUE,11,2.42487113059643
TRUE,11,5.19615242270663
FALSE,11,1.25
FALSE,11,2.91666666666667
TRUE,11,5.19615242270663
TRUE,12,5.19615242270663
FALSE,12,1.25
FALSE,12,3.31976404784035
TRUE,12,2.42487113059643
FALSE,12,1.3856406460551
TRUE,12,3.75
FALSE,12,0.416666666666667
FALSE,12,3.46410161513775
TRUE,12,2.42487113059643
TRUE,12,5.19615242270663
FALSE,12,0.5
FALSE,12,2.91666666666667
FALSE,13,2.91666666666667
FALSE,13,0
FALSE,13,1.25
TRUE,13,5
TRUE,13,5
TRUE,13,5
FALSE,13,0.416666666666667
FALSE,13,2.5
FALSE,13,1.25
TRUE,13,3.75
TRUE,13,5.19615242270663
TRUE,13,5.19615242270663
TRUE,13,3.75
FALSE,13,1.3856406460551
FALSE,13,0.416666666666667
TRUE,13,0.5
TRUE,13,2.52590742770461
FALSE,13,2.5
TRUE,13,3.46410161513775
TRUE,14,5
TRUE,14,5.05181485540923
FALSE,14,1.15470053837925
FALSE,14,1.25
FALSE,14,2.91666666666667
TRUE,14,3.31976404784035
FALSE,14,0.416666666666667
TRUE,14,3.75
FALSE,14,5.05181485540923
TRUE,15,2.5
FALSE,15,1.25
TRUE,15,2.91666666666667
TRUE,15,3.31976404784035
TRUE,15,3.31976404784035
TRUE,15,2.91666666666667
FALSE,15,0.5
TRUE,15,2.5
FALSE,15,1.15470053837925
TRUE,16,2.91666666666667
FALSE,16,1.15470053837925
TRUE,16,1.25
FALSE,16,0.5
TRUE,16,2.5
TRUE,16,2.91666666666667
TRUE,16,3.31976404784035
TRUE,16,2.5
TRUE,16,5
FALSE,17,1.5
FALSE,17,2.5
FALSE,17,1.25
TRUE,17,3.5
TRUE,17,5.5
TRUE,17,3.75
FALSE,17,0.5
TRUE,17,5
TRUE,17,2.91666666666667
TRUE,18,1.15470053837925
FALSE,18,1.3856406460551
TRUE,18,2.52590742770461
TRUE,18,5.05181485540923
FALSE,18,0
TRUE,18,5.19615242270663
TRUE,18,2.42487113059643
TRUE,18,3.31976404784035
TRUE,18,3.46410161513775
TRUE,19,2.42487113059643
FALSE,19,3.46410161513775
TRUE,19,1.15470053837925
FALSE,19,1.3856406460551
FALSE,19,0
TRUE,19,5.19615242270663
TRUE,19,5.05181485540923
TRUE,19,2.52590742770461
FALSE,19,3.31976404784035
TRUE,21,2.91666666666667
TRUE,21,2.5
FALSE,21,1.25
TRUE,21,2.91666666666667
TRUE,21,3.31976404784035
TRUE,21,3.31976404784035
TRUE,21,5
FALSE,21,1.15470053837925
FALSE,21,0.5
FALSE,22,1.25
TRUE,22,2.5
FALSE,22,0.5
TRUE,22,2.5
FALSE,22,1.15470053837925
TRUE,22,2.91666666666667
TRUE,22,3.31976404784035
TRUE,22,3.31976404784035
TRUE,22,2.91666666666667
FALSE,23,0.5
TRUE,23,2.91666666666667
FALSE,23,1.25
FALSE,23,1.3856406460551
TRUE,23,3.31976404784035
TRUE,23,2.5
FALSE,23,1.15470053837925
TRUE,23,2.5
TRUE,23,3.31976404784035
TRUE,23,2.91666666666667
FALSE,24,2.91666666666667
TRUE,24,5.19615242270663
FALSE,24,1.3856406460551
TRUE,24,5
TRUE,24,2.42487113059643
FALSE,24,1.25
FALSE,24,0.416666666666667
TRUE,24,3.46410161513775
TRUE,24,3.75
FALSE,25,0.416666666666667
TRUE,25,3.31976404784035
TRUE,25,2.52590742770461
TRUE,25,5
TRUE,25,3.75
FALSE,25,2.91666666666667
TRUE,25,1.15470053837925
FALSE,25,1.25
FALSE,25,0.346410161513776
TRUE,25,5.05181485540923
FALSE,26,1.15470053837925
FALSE,26,1.25
TRUE,26,5
FALSE,26,2.52590742770461
FALSE,26,2.91666666666667
TRUE,26,3.75
FALSE,26,3.31976404784035
TRUE,26,5
FALSE,26,0
TRUE,27,5.19615242270663
FALSE,27,1.5
FALSE,27,0.416666666666667
TRUE,27,2.91666666666667
FALSE,27,2.42487113059643
TRUE,27,3.75
TRUE,27,3.75
FALSE,27,1.25
FALSE,27,1.15470053837925
FALSE,27,1.3856406460551
FALSE,27,1.25
FALSE,27,0.5
FALSE,27,1.25
TRUE,27,5.19615242270663
TRUE,27,3.31976404784035
TRUE,27,2.5
TRUE,27,2.5
FALSE,27,2.91666666666667
TRUE,27,3.46410161513775
TRUE,27,5
TRUE,27,2.91666666666667
TRUE,27,3.31976404784035
FALSE,27,1.25
TRUE,27,3.31976404784035
TRUE,28,3.31976404784035
FALSE,28,0
FALSE,28,1.15470053837925
TRUE,28,3.5
TRUE,28,5.05181485540923
TRUE,28,5.5
FALSE,28,1.5
TRUE,28,5.5
FALSE,28,2.52590742770461
TRUE,28,3.5
TRUE,29,5.05181485540923
TRUE,29,2.52590742770461
TRUE,29,3.75
FALSE,29,2.91666666666667
FALSE,29,0
FALSE,29,1.15470053837925
TRUE,29,3.31976404784035
TRUE,29,5
FALSE,29,1.25
FALSE,30,1.3856406460551
TRUE,30,2.42487113059643
TRUE,30,5.19615242270663
TRUE,30,3.46410161513775
TRUE,30,5.19615242270663
FALSE,30,1.25
FALSE,30,2.91666666666667
TRUE,30,5
FALSE,30,0.416666666666667
FALSE,31,0.5
TRUE,31,5
TRUE,31,3.5
FALSE,31,2.91666666666667
FALSE,31,2.5
FALSE,31,1.5
FALSE,31,1.25
TRUE,31,5
TRUE,31,3.75
FALSE,32,3.46410161513775
TRUE,32,5.19615242270663
TRUE,32,2.5
TRUE,32,3.5
FALSE,32,5
FALSE,32,0.5
TRUE,32,2.42487113059643
FALSE,32,1.5
FALSE,32,1.3856406460551
TRUE,32,5.19615242270663
FALSE,33,3.31976404784035
FALSE,33,0.346410161513776
FALSE,33,2.5
TRUE,33,2.52590742770461
TRUE,33,5.5
FALSE,33,0
FALSE,33,1.15470053837925
TRUE,33,5.5
TRUE,33,3.5
FALSE,33,1.5
FALSE,34,2.91666666666667
TRUE,34,5
FALSE,34,1.25
TRUE,34,5.19615242270663
TRUE,34,5.19615242270663
FALSE,34,1.3856406460551
TRUE,34,3.46410161513775
FALSE,34,2.42487113059643
FALSE,34,0.416666666666667
TRUE,34,3.75
FALSE,35,0
TRUE,35,3.46410161513775
TRUE,35,2.52590742770461
FALSE,35,1.3856406460551
TRUE,35,5.19615242270663
FALSE,35,3.31976404784035
TRUE,35,2.52590742770461
TRUE,35,5.05181485540923
TRUE,35,5.19615242270663
FALSE,35,1.15470053837925
FALSE,36,1.5
TRUE,36,0.5
FALSE,36,1.25
FALSE,36,2.91666666666667
FALSE,36,2.5
TRUE,36,3.5
TRUE,36,5.5
TRUE,36,5
TRUE,36,3.75
FALSE,36,1.15470053837925
TRUE,36,2.5
FALSE,36,0.346410161513776
TRUE,36,2.5
TRUE,36,2.91666666666667
TRUE,36,2.91666666666667
FALSE,36,0.5
TRUE,36,3.31976404784035
TRUE,36,1.25
TRUE,36,5
TRUE,36,3.31976404784035
TRUE,38,2.52590742770461
FALSE,38,1.15470053837925
FALSE,38,2.5
TRUE,38,5.05181485540923
TRUE,38,5.5
TRUE,38,3.5
TRUE,38,0.5
TRUE,38,3.31976404784035
TRUE,38,1.5
FALSE,39,0.5
FALSE,39,1.5
FALSE,39,1.25
TRUE,39,5
FALSE,39,2.5
TRUE,39,3.75
TRUE,39,5.5
FALSE,39,2.91666666666667
TRUE,39,5
FALSE,40,1.25
TRUE,40,2.91666666666667
TRUE,40,2.5
TRUE,40,3.31976404784035
TRUE,40,2.91666666666667
TRUE,40,1.25
TRUE,40,5
FALSE,40,0.5
TRUE,40,2.5
FALSE,40,1.15470053837925
TRUE,40,2.91666666666667
TRUE,40,3.31976404784035
FALSE,40,1.15470053837925
TRUE,40,2.5
FALSE,40,0.5
TRUE,40,2.91666666666667
TRUE,40,5
TRUE,41,3.75
FALSE,41,0.416666666666667
FALSE,41,2.91666666666667
TRUE,41,2.42487113059643
TRUE,41,5
FALSE,41,1.3856406460551
TRUE,41,5.19615242270663
TRUE,41,5.19615242270663
FALSE,41,1.25
FALSE,43,0.5
FALSE,43,1.15470053837925
TRUE,43,3.31976404784035
TRUE,43,2.5
TRUE,43,1.25
TRUE,43,2.5
TRUE,43,3.31976404784035
TRUE,43,2.91666666666667
TRUE,43,2.91666666666667
FALSE,44,0.416666666666667
TRUE,44,5
FALSE,44,2.91666666666667
TRUE,44,2.42487113059643
TRUE,44,3.46410161513775
TRUE,44,5.19615242270663
FALSE,44,1.3856406460551
FALSE,44,1.25
TRUE,44,5.19615242270663
TRUE,44,3.75
FALSE,45,2.91666666666667
FALSE,45,0.416666666666667
TRUE,45,5
FALSE,45,1.25
TRUE,46,5.19615242270663
FALSE,46,2.42487113059643
FALSE,46,0.416666666666667
FALSE,46,2.91666666666667
TRUE,46,3.46410161513775
FALSE,46,1.25
TRUE,46,5.19615242270663
TRUE,46,3.75
FALSE,46,1.3856406460551
FALSE,47,2.91666666666667
FALSE,47,1.25
FALSE,47,0.416666666666667
FALSE,47,5
TRUE,47,3.75
TRUE,47,2.52590742770461
FALSE,47,1.15470053837925
FALSE,47,1.25
TRUE,47,5.05181485540923
FALSE,47,3.31976404784035
FALSE,48,1.25
TRUE,48,3.75
FALSE,48,0
FALSE,48,3.31976404784035
TRUE,48,5
FALSE,48,2.91666666666667
TRUE,48,5.05181485540923
TRUE,48,2.52590742770461
TRUE,48,1.15470053837925
FALSE,49,0.5
FALSE,49,1.15470053837925
FALSE,49,2.5
TRUE,49,5.05181485540923
FALSE,49,1.5
TRUE,49,3.31976404784035
TRUE,49,2.52590742770461
TRUE,49,3.5
TRUE,49,5.5
TRUE,50,2.42487113059643
FALSE,50,2.5
TRUE,50,5.5
FALSE,50,5.19615242270663
FALSE,50,1.5
FALSE,50,5.19615242270663
TRUE,50,3.46410161513775
TRUE,50,0.5
FALSE,50,1.3856406460551
TRUE,51,2.5
TRUE,51,5.5
FALSE,51,3.31976404784035
TRUE,51,1.15470053837925
TRUE,51,3.5
TRUE,51,0.5
FALSE,51,2.52590742770461
FALSE,51,1.5
TRUE,51,5.05181485540923
TRUE,52,2.42487113059643
FALSE,52,5.19615242270663
FALSE,52,5.19615242270663
FALSE,52,3.46410161513775
FALSE,52,0.416666666666667
FALSE,52,1.25
FALSE,52,2.91666666666667
FALSE,52,1.3856406460551
TRUE,52,5
FALSE,53,0.5
FALSE,53,1.25
TRUE,53,2.91666666666667
TRUE,53,3.31976404784035
TRUE,53,2.91666666666667
TRUE,53,2.5
FALSE,53,1.15470053837925
TRUE,53,2.91666666666667
TRUE,53,3.31976404784035
FALSE,53,2.5
FALSE,54,2.52590742770461
TRUE,54,1.15470053837925
TRUE,54,5.05181485540923
TRUE,54,3.75
FALSE,54,2.91666666666667
FALSE,54,0.416666666666667
TRUE,54,5
FALSE,54,1.25
FALSE,54,3.31976404784035
TRUE,54,3.31976404784035
FALSE,54,1.15470053837925
TRUE,54,5
TRUE,54,2.91666666666667
TRUE,54,3.31976404784035
TRUE,54,2.5
FALSE,54,1.25
TRUE,54,2.91666666666667
TRUE,54,2.5
FALSE,54,0.5
TRUE,55,5.5
FALSE,55,2.5
TRUE,55,2.52590742770461
TRUE,55,3.5
TRUE,55,1.5
TRUE,55,1.15470053837925
TRUE,55,5.05181485540923
FALSE,55,0
FALSE,55,3.31976404784035
TRUE,57,2.5
FALSE,57,1.25
FALSE,57,1.5
TRUE,57,5
TRUE,57,5.19615242270663
TRUE,57,2.91666666666667
TRUE,57,5
TRUE,57,3.5
TRUE,57,5.5
FALSE,57,0.5
FALSE,58,3.46410161513775
FALSE,58,1.25
TRUE,58,5
FALSE,58,0.416666666666667
TRUE,58,2.42487113059643
TRUE,58,5.19615242270663
FALSE,58,2.91666666666667
FALSE,58,5.05181485540923
TRUE,58,3.75
FALSE,58,1.3856406460551
FALSE,59,1.5
FALSE,59,3.31976404784035
FALSE,59,1.15470053837925
TRUE,59,2.52590742770461
TRUE,59,5.5
FALSE,59,2.5
FALSE,59,0
FALSE,59,5.05181485540923
FALSE,59,3.5
TRUE,60,3.5
FALSE,60,1.25
FALSE,60,2.5
TRUE,60,5
FALSE,60,2.91666666666667
TRUE,60,5.5
TRUE,60,3.75
TRUE,60,1.5
FALSE,60,0.5
FALSE,61,1.5
FALSE,61,2.5
FALSE,61,0.5
TRUE,61,5
FALSE,61,2.91666666666667
TRUE,61,3.75
FALSE,61,1.25
TRUE,61,3.5
TRUE,61,5
FALSE,62,2.91666666666667
TRUE,62,3.75
TRUE,62,5.05181485540923
TRUE,62,1.15470053837925
TRUE,62,3.75
TRUE,62,3.31976404784035
FALSE,62,0
TRUE,62,5
TRUE,62,5
TRUE,62,2.52590742770461
FALSE,62,1.25
TRUE,63,2.91666666666667
TRUE,63,2.5
TRUE,63,3.31976404784035
TRUE,63,5
FALSE,63,0.5
FALSE,63,1.25
TRUE,63,2.5
TRUE,63,2.91666666666667
FALSE,63,1.15470053837925
FALSE,64,0.5
TRUE,64,5.19615242270663
TRUE,64,3.5
FALSE,64,0.416666666666667
FALSE,64,2.42487113059643
FALSE,64,1.5
TRUE,64,5.19615242270663
TRUE,64,5.5
TRUE,64,3.5
TRUE,64,2.5
FALSE,64,1.3856406460551
TRUE,65,2.91666666666667
FALSE,65,1.15470053837925
FALSE,65,0.5
TRUE,65,2.5
TRUE,65,2.5
TRUE,65,2.91666666666667
FALSE,65,1.25
TRUE,65,5
TRUE,65,3.31976404784035
FALSE,66,3.46410161513775
FALSE,66,1.3856406460551
FALSE,66,2.42487113059643
FALSE,67,0.346410161513776
TRUE,67,5.19615242270663
TRUE,67,1.3856406460551
FALSE,67,3.31976404784035
TRUE,67,1.15470053837925
FALSE,67,2.91666666666667
TRUE,67,3.46410161513775
TRUE,67,5.05181485540923
TRUE,67,2.52590742770461
TRUE,67,2.42487113059643
FALSE,68,2.5
TRUE,68,5.19615242270663
TRUE,68,2.42487113059643
TRUE,68,5.19615242270663
TRUE,68,1.15470053837925
FALSE,68,1.5
FALSE,68,1.3856406460551
TRUE,68,3.5
FALSE,68,0.5
TRUE,68,5.5
FALSE,69,2.91666666666667
FALSE,69,3.46410161513775
TRUE,69,3.75
TRUE,69,5.19615242270663
FALSE,69,1.25
FALSE,69,0.416666666666667
FALSE,69,1.3856406460551
FALSE,69,5.19615242270663
TRUE,69,5
FALSE,70,0.5
TRUE,70,5.19615242270663
FALSE,70,3.5
FALSE,70,2.5
FALSE,70,5.19615242270663
FALSE,70,1.5
FALSE,70,1.3856406460551
TRUE,70,5.5
TRUE,70,2.42487113059643
FALSE,71,2.5
FALSE,71,1.25
TRUE,71,3.75
FALSE,71,0.5
TRUE,71,3.5
FALSE,71,2.91666666666667
FALSE,71,1.5
TRUE,71,5
TRUE,71,5
TRUE,71,5.5
FALSE,72,0.346410161513776
TRUE,72,3.31976404784035
FALSE,72,1.15470053837925
FALSE,72,0.5
TRUE,72,2.91666666666667
TRUE,72,2.5
TRUE,72,5
TRUE,72,2.5
FALSE,72,1.25
TRUE,72,2.91666666666667
FALSE,74,2.91666666666667
FALSE,74,0
FALSE,74,1.25
TRUE,74,5
TRUE,74,5.05181485540923
FALSE,74,5
FALSE,74,3.46410161513775
TRUE,74,1.15470053837925
FALSE,74,2.52590742770461
FALSE,74,3.31976404784035
TRUE,76,5.19615242270663
FALSE,76,1.25
TRUE,76,3.75
FALSE,76,1.3856406460551
FALSE,76,2.91666666666667
FALSE,76,5.19615242270663
TRUE,76,3.46410161513775
FALSE,76,2.42487113059643
FALSE,76,0.416666666666667
FALSE,78,1.3856406460551
TRUE,78,3.31976404784035
FALSE,78,1.15470053837925
TRUE,78,2.42487113059643
TRUE,78,3.46410161513775
TRUE,78,5.19615242270663
TRUE,78,2.52590742770461
FALSE,78,0.346410161513776
TRUE,78,5.05181485540923
FALSE,79,0
FALSE,79,1.15470053837925
TRUE,79,2.5
TRUE,79,3.5
TRUE,79,5.05181485540923
FALSE,79,3.31976404784035
TRUE,79,5.5
FALSE,79,1.5
FALSE,79,2.52590742770461
TRUE,80,3.75
FALSE,80,1.25
TRUE,80,3.75
FALSE,80,1.25
FALSE,80,3.46410161513775
FALSE,80,2.5
FALSE,80,1.15470053837925
FALSE,80,0.416666666666667
FALSE,80,0.346410161513776
TRUE,80,2.42487113059643
TRUE,80,5.19615242270663
TRUE,80,2.42487113059643
TRUE,80,5.19615242270663
FALSE,80,2.91666666666667
FALSE,80,1.3856406460551
TRUE,80,2.52590742770461
TRUE,80,5
FALSE,80,0
FALSE,80,1.3856406460551
FALSE,81,2.91666666666667
FALSE,81,3.31976404784035
FALSE,81,1.15470053837925
TRUE,81,5
FALSE,81,2.52590742770461
TRUE,81,3.75
TRUE,81,5.05181485540923
FALSE,81,0.416666666666667
FALSE,81,1.25
FALSE,82,1.25
FALSE,82,0.416666666666667
FALSE,82,3.31976404784035
FALSE,82,1.15470053837925
TRUE,82,5
TRUE,82,5.05181485540923
TRUE,82,5.05181485540923
TRUE,82,3.75
TRUE,82,2.52590742770461
FALSE,82,2.91666666666667
FALSE,83,1.15470053837925
TRUE,83,3.46410161513775
FALSE,83,3.31976404784035
FALSE,83,1.3856406460551
TRUE,83,3.75
TRUE,83,5.05181485540923
FALSE,83,0.346410161513776
TRUE,83,5.05181485540923
FALSE,83,2.52590742770461
TRUE,83,2.42487113059643
TRUE,84,1.5
TRUE,84,5.5
FALSE,84,0.5
TRUE,84,1.15470053837925
FALSE,84,2.5
TRUE,84,3.31976404784035
TRUE,84,3.5
TRUE,84,5.05181485540923
FALSE,84,2.52590742770461
FALSE,85,1.25
TRUE,85,3.75
TRUE,85,3.5
TRUE,85,5
FALSE,85,2.5
TRUE,85,5
TRUE,85,5.5
FALSE,85,2.91666666666667
FALSE,85,1.5
FALSE,85,0.5
TRUE,86,1.5
TRUE,86,5
FALSE,86,2.5
TRUE,86,2.91666666666667
TRUE,86,5.5
FALSE,86,2.52590742770461
FALSE,86,1.25
TRUE,86,5
TRUE,86,3.75
TRUE,86,0.5
TRUE,87,1.5
TRUE,87,5.19615242270663
FALSE,87,1.3856406460551
TRUE,87,2.42487113059643
TRUE,87,5.19615242270663
TRUE,87,3.5
TRUE,87,5.5
FALSE,87,2.5
FALSE,87,0.5
TRUE,88,3.75
TRUE,88,5
FALSE,88,1.3856406460551
FALSE,88,0.416666666666667
FALSE,88,2.91666666666667
TRUE,88,2.42487113059643
TRUE,88,5.19615242270663
TRUE,88,5.19615242270663
FALSE,88,1.25
FALSE,89,2.91666666666667
FALSE,89,1.25
TRUE,89,3.75
FALSE,89,1.5
FALSE,89,2.5
FALSE,89,0.5
TRUE,89,5
TRUE,89,5
TRUE,89,3.5
FALSE,90,1.15470053837925
TRUE,90,2.5
TRUE,90,2.91666666666667
TRUE,90,2.5
TRUE,90,2.91666666666667
FALSE,90,0.5
TRUE,90,3.31976404784035
FALSE,90,1.25
TRUE,90,3.31976404784035
TRUE,91,5.5
TRUE,91,2.52590742770461
TRUE,91,3.5
TRUE,91,2.42487113059643
TRUE,91,2.5
TRUE,91,5.19615242270663
TRUE,91,0.5
FALSE,91,1.3856406460551
TRUE,91,5.19615242270663
FALSE,91,1.5
TRUE,92,2.5
TRUE,92,2.91666666666667
TRUE,92,3.31976404784035
TRUE,92,5
FALSE,92,0.5
FALSE,92,1.25
FALSE,92,1.15470053837925
TRUE,92,2.91666666666667
TRUE,92,2.5
FALSE,93,0.416666666666667
FALSE,93,5.19615242270663
FALSE,93,2.91666666666667
FALSE,93,3.46410161513775
TRUE,93,5
FALSE,93,1.25
TRUE,94,5.19615242270663
FALSE,94,1.25
FALSE,94,1.3856406460551
TRUE,94,2.42487113059643
FALSE,94,2.91666666666667
TRUE,94,5.19615242270663
FALSE,94,3.46410161513775
TRUE,94,3.75
FALSE,94,0.416666666666667
FALSE,95,1.25
TRUE,95,3.75
FALSE,95,3.5
TRUE,95,5
TRUE,95,5.05181485540923
FALSE,95,0
TRUE,95,5.5
FALSE,95,2.5
FALSE,95,1.25
FALSE,95,0.5
TRUE,95,5
FALSE,95,2.91666666666667
TRUE,95,1.5
TRUE,95,3.75
FALSE,96,1.5
TRUE,96,5.05181485540923
TRUE,96,5.05181485540923
TRUE,96,3.31976404784035
FALSE,96,1.15470053837925
FALSE,96,2.5
TRUE,96,3.5
FALSE,96,0.5
TRUE,96,2.52590742770461
TRUE,97,2.52590742770461
TRUE,97,1.15470053837925
TRUE,97,3.31976404784035
TRUE,97,2.91666666666667
TRUE,97,5.05181485540923
TRUE,97,3.75
TRUE,97,1.25
FALSE,97,0.416666666666667
TRUE,97,5.05181485540923
FALSE,98,0.5
TRUE,98,5.19615242270663
TRUE,98,2.42487113059643
FALSE,98,3.46410161513775
FALSE,98,1.5
TRUE,98,5.19615242270663
FALSE,98,5.5
FALSE,98,1.3856406460551
FALSE,98,2.5
FALSE,99,1.15470053837925
TRUE,99,5.5
FALSE,99,2.91666666666667
TRUE,99,5.05181485540923
TRUE,99,2.52590742770461
TRUE,99,5
TRUE,99,3.75
FALSE,99,0
TRUE,99,3.31976404784035
FALSE,99,1.25
FALSE,100,2.5
FALSE,100,1.25
FALSE,100,0.346410161513776
FALSE,100,1.5
FALSE,100,0.5
TRUE,100,5.19615242270663
TRUE,100,3.5
TRUE,100,5.5
FALSE,100,1.5
TRUE,100,3.46410161513775
TRUE,100,5.19615242270663
FALSE,100,1.3856406460551
FALSE,101,1.25
TRUE,101,3.75
TRUE,101,5
TRUE,101,2.52590742770461
FALSE,101,2.91666666666667
TRUE,101,5.05181485540923
FALSE,101,0.416666666666667
FALSE,101,3.31976404784035
FALSE,101,1.15470053837925
TRUE,102,3.75
FALSE,102,2.91666666666667
FALSE,102,1.25
FALSE,102,0.416666666666667
FALSE,103,2.91666666666667
FALSE,103,0.416666666666667
TRUE,103,5.19615242270663
TRUE,103,2.42487113059643
TRUE,103,5.19615242270663
FALSE,103,3.5
FALSE,103,1.25
FALSE,103,1.3856406460551
TRUE,103,5.5
TRUE,103,3.46410161513775
TRUE,103,5
TRUE,104,2.42487113059643
TRUE,104,1.5
FALSE,104,0.5
TRUE,104,5.19615242270663
FALSE,104,1.3856406460551
FALSE,104,3.5
TRUE,104,5.19615242270663
TRUE,104,2.5
TRUE,104,3.46410161513775
TRUE,105,3.5
FALSE,105,1.3856406460551
FALSE,105,3.46410161513775
TRUE,105,2.5
TRUE,105,5.19615242270663
TRUE,105,5.19615242270663
TRUE,105,2.42487113059643
FALSE,105,1.5
FALSE,105,0.5
FALSE,106,1.15470053837925
TRUE,106,2.91666666666667
TRUE,106,5
TRUE,106,2.5
TRUE,106,2.91666666666667
FALSE,106,1.25
TRUE,106,3.31976404784035
TRUE,106,2.5
FALSE,106,0.5
TRUE,106,3.46410161513775
TRUE,106,5.19615242270663
TRUE,106,5.19615242270663
TRUE,106,3.75
FALSE,106,1.25
FALSE,106,0.416666666666667
FALSE,106,1.3856406460551
FALSE,106,2.91666666666667
TRUE,106,2.42487113059643
TRUE,106,5
FALSE,107,3.46410161513775
FALSE,107,5.19615242270663
FALSE,107,1.3856406460551
FALSE,107,2.42487113059643
FALSE,107,2.5
FALSE,107,0.5
TRUE,107,5.19615242270663
FALSE,107,1.5
TRUE,107,3.5
TRUE,108,3.31976404784035
TRUE,108,3.75
TRUE,108,1.15470053837925
TRUE,108,5.05181485540923
TRUE,108,2.52590742770461
FALSE,108,1.25
FALSE,108,0.416666666666667
FALSE,108,2.91666666666667
TRUE,108,5
FALSE,109,1.5
TRUE,109,0.5
TRUE,109,3.31976404784035
TRUE,109,2.52590742770461
TRUE,109,5.05181485540923
TRUE,109,5.5
FALSE,109,2.5
FALSE,109,1.15470053837925
TRUE,109,3.5
